"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"214945_at"	0.00745914563295092	5.3206525776879e-06	-5.65180322071602	3.84066550703973	-1.63091988627971	"LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B"	"uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153, member C///family with sequence similarity 153 member A///family with sequence similarity 153 member B"
"206502_s_at"	0.00877978929931303	6.42325691765014e-06	-5.58108324019073	3.67947556521942	-2.47200612245692	"INSM1"	"INSM transcriptional repressor 1"
"227769_at"	0.00944752591169319	7.25735872503181e-06	-5.53529661781352	3.57486004626957	-1.17404862806337	"GPR27"	"G protein-coupled receptor 27"
"206349_at"	0.00964114535125393	7.58242798543976e-06	-5.5188750109431	3.53729191436254	-0.913268237797011	"LGI1"	"leucine rich glioma inactivated 1"
"236875_at"	0.0136274930974252	1.14652891171753e-05	-5.36416776335249	3.1822143164651	-1.59784867975531	"LOC100130705"	"uncharacterized LOC100130705"
"208017_s_at"	0.0147967482029609	1.29902864881961e-05	-5.31752699613098	3.07478618352771	-2.42369462270665	"MCF2"	"MCF.2 cell line derived transforming sequence"
"236884_at"	0.0149333312299454	1.33833238274773e-05	-5.30639911372857	3.04913111602185	-1.07479172128106	"RIMKLA"	"ribosomal modification protein rimK like family member A"
"1552754_a_at"	0.016280619487442	1.48885409121555e-05	5.26662406363322	2.95735764450637	1.06962853601273	"CADM2"	"cell adhesion molecule 2"
"205445_at"	0.0178394423177362	1.66403577175042e-05	-5.22513422812033	2.86151064435077	-3.39443734494911	"PRL"	"prolactin"
"232310_at"	0.0186726113100003	1.81005651473254e-05	5.19377644315209	2.78899468072965	0.941018462913602	"MIATNB"	"MIAT neighbor (non-protein coding)"
"203797_at"	0.0206294870097028	2.075211313276e-05	-5.14283523221448	2.67106120689398	-1.27665953501681	"VSNL1"	"visinin like 1"
"1569761_x_at"	0.0224146633238216	2.29578627550802e-05	5.10521100540171	2.58386069291282	1.26094720188295	"LRRC37A7P"	"leucine rich repeat containing 37 member A7, pseudogene"
"222910_s_at"	0.0236054379683051	2.50195103519098e-05	-5.07318987059881	2.50958574672327	-2.34934170221528	"PEX5L"	"peroxisomal biogenesis factor 5 like"
"233030_at"	0.024017569468975	2.5917450364326e-05	-5.06006261268404	2.47912101299205	-2.80079358821678	"PNPLA3"	"patatin like phospholipase domain containing 3"
"224367_at"	0.0247834404074043	2.73227050695352e-05	-5.04040725724809	2.43349047845778	-1.60187357444782	"BEX2"	"brain expressed X-linked 2"
"226653_at"	0.0247834404074043	2.81037641565444e-05	5.02991626693026	2.40912774442743	0.855177436384588	"MARK1"	"microtubule affinity regulating kinase 1"
"206774_at"	0.0248703870723749	2.87618127086412e-05	5.02130190025478	2.38911917880145	1.146208830312	"FRMPD1"	"FERM and PDZ domain containing 1"
"240091_at"	0.0248703870723749	2.911211289679e-05	-5.01679641674449	2.37865295469032	-1.58535505046747	"PSMA8"	"proteasome subunit alpha 8"
"202305_s_at"	0.0250902699391974	3.02236759352247e-05	-5.00285122599718	2.34625256575264	-0.942798533106256	"FEZ2"	"fasciculation and elongation protein zeta 2"
"219059_s_at"	0.030151553242652	3.69484054368118e-05	-4.92810099394888	2.17243987450114	-1.44357242900902	"LYVE1"	"lymphatic vessel endothelial hyaluronan receptor 1"
"220545_s_at"	0.0320814458010759	3.99001063461026e-05	4.89950867052815	2.10590077106564	1.9638491061887	"TSKS"	"testis specific serine kinase substrate"
"215266_at"	0.0325045011842362	4.10207696700924e-05	-4.88920418877301	2.0819139153437	-2.40117501513249	"DNAH3"	"dynein axonemal heavy chain 3"
"235776_x_at"	0.0388209327561622	4.97021544203265e-05	-4.81779090601896	1.91559346994429	-1.84956680903987	"LINC00475"	"long intergenic non-protein coding RNA 475"
"206001_at"	0.0394298871461456	5.19241312212618e-05	-4.80152066843248	1.87768248844071	-1.99142132319599	"NPY"	"neuropeptide Y"
"227145_at"	0.0403019064919739	5.3809587085763e-05	-4.7882512045267	1.84675942630687	-0.97428994557457	"LOXL4"	"lysyl oxidase like 4"
"204225_at"	0.0406516723325536	5.5579535544051e-05	-4.77621074234473	1.81869746355836	-0.526241713909908	"HDAC4"	"histone deacetylase 4"
"1555127_at"	0.0406516723325536	5.57636108814178e-05	4.77498058752961	1.81583026784194	0.94802031940382	"MOCS1"	"molybdenum cofactor synthesis 1"
"203305_at"	0.0411765657084906	5.72367442861506e-05	-4.76527946851371	1.79321836335228	-1.30547928099807	"F13A1"	"coagulation factor XIII A chain"
"1557228_at"	0.04193955095555	5.90643881769978e-05	-4.75358461492879	1.7659572870531	-0.603347579207451	"EHBP1L1"	"EH domain binding protein 1 like 1"
"223690_at"	0.0450033476053515	6.58485195871627e-05	-4.71312561125956	1.67163130887898	-0.547594537216829	"LTBP2"	"latent transforming growth factor beta binding protein 2"
"1558045_a_at"	0.0450299566178655	6.68550854598862e-05	4.70747988561841	1.65846737417081	2.0967082301394	"LOC389906"	"zinc finger protein 839 pseudogene"
"237617_at"	0.0450299566178655	6.75346400121622e-05	4.70371609246207	1.64969130475651	2.17854256603675	"LOC100506675"	"uncharacterized LOC100506675"
"203409_at"	0.04507635961596	6.84286757773146e-05	-4.69882152365165	1.63827840660781	-0.789190477598872	"DDB2"	"damage specific DNA binding protein 2"
"220340_at"	0.0465553948220973	7.17061382850049e-05	-4.68140840275472	1.59767388517836	-0.822469013145076	"GREB1L"	"growth regulation by estrogen in breast cancer 1 like"
"230269_at"	0.0465553948220973	7.32655396752653e-05	-4.6734002108633	1.57899943729373	-2.15734298391554	"B3GALT5"	"beta-1,3-galactosyltransferase 5"
"232443_at"	0.0465553948220973	7.37619271264318e-05	-4.6708866857535	1.57313803149558	-2.34283176999824	"LOC441052"	"uncharacterized LOC441052"
"206861_s_at"	0.0465553948220973	7.46291980122591e-05	4.66653535620145	1.56299089351972	0.449973648776242	"CGGBP1"	"CGG triplet repeat binding protein 1"
"231488_at"	0.0465553948220973	7.55236664292712e-05	4.66210007654802	1.55264790414757	1.97656481962005	"OTP"	"orthopedia homeobox"
"218237_s_at"	0.0465553948220973	7.57829014936745e-05	4.66082443007942	1.54967310646343	1.43526838393003	"SLC38A1"	"solute carrier family 38 member 1"
"218824_at"	0.0466826251346851	7.76356419210795e-05	-4.65183216209501	1.52870305977129	-1.22534399667501	"PNMAL1"	"paraneoplastic Ma antigen family like 1"
"228918_at"	0.0466826251346851	7.96325245346684e-05	-4.64237678339708	1.5066528304603	-0.978631511856496	"SLC43A2"	"solute carrier family 43 member 2"
"233064_at"	0.0466826251346851	8.06767052608698e-05	-4.63752620699813	1.49534109306557	-2.81662826101818	"ZFR2"	"zinc finger RNA binding protein 2"
"208092_s_at"	0.0466826251346851	8.11129289034309e-05	4.63551830498145	1.49065858122926	0.701173510321373	"FAM49A"	"family with sequence similarity 49 member A"
"228904_at"	0.0493074692684917	8.74773574585038e-05	4.60738789003192	1.42505765114896	0.694644734666497	"HOXB3"	"homeobox B3"
"1555728_a_at"	0.0502536229009319	9.02712957633633e-05	-4.59567744556898	1.3977491974742	-1.15747540906082	"MS4A4A"	"membrane spanning 4-domains A4A"
"209212_s_at"	0.0502536229009319	9.14053555075492e-05	-4.59102687291286	1.38690436087136	-1.01838996011062	"KLF5"	"Kruppel like factor 5"
"229815_at"	0.0506298697542899	9.35275143151948e-05	4.58247664732011	1.36696611159616	0.736740586290738	"TMEM161B-AS1"	"TMEM161B antisense RNA 1"
"236313_at"	0.0511747653936604	9.54700698702033e-05	-4.57481775331979	1.34910677409859	-1.22828574783646	"CDKN2B"	"cyclin dependent kinase inhibitor 2B"
"203580_s_at"	0.0512879826447818	9.66193363038413e-05	-4.57035928304298	1.33871052877127	-0.557852324187914	"SLC7A6"	"solute carrier family 7 member 6"
"219355_at"	0.0518399940137668	9.86073960206996e-05	-4.5627700318173	1.3210143300583	-1.16503109726164	"CXorf57"	"chromosome X open reading frame 57"
"221880_s_at"	0.0519064725089814	9.96832119514045e-05	-4.55872647266642	1.31158599919744	-0.708849108162608	"FAM174B"	"family with sequence similarity 174 member B"
"202023_at"	0.0536899283193643	0.000104090213111159	4.54260366295305	1.27399429887352	0.883322150534918	"EFNA1"	"ephrin A1"
"213416_at"	0.0549720056812609	0.000107581245686235	-4.53030700911026	1.2453257038224	-1.95227526813123	"ITGA4"	"integrin subunit alpha 4"
"227243_s_at"	0.0575626070739489	0.0001137039152078	4.50966976922597	1.19721659151659	0.660712183792391	"EBF3"	"early B-cell factor 3"
"232202_at"	0.0576305102974591	0.000114892101004537	-4.50579321018734	1.18818039435659	-1.53052409304931	"FAM83B"	"family with sequence similarity 83 member B"
"239113_at"	0.0588796068799578	0.000118917136685764	-4.49295126953293	1.15824793516053	-1.87069129185633	"LOC100507468"	"uncharacterized LOC100507468"
"213967_at"	0.0588796068799578	0.000119536101759036	-4.49101488666171	1.15373480962282	-3.13926234160053	"RALYL"	"RALY RNA binding protein-like"
"239822_at"	0.0610882056753599	0.000126254544880031	-4.47061567249234	1.10619498776017	-1.00921049222261	"LINC01354"	"long intergenic non-protein coding RNA 1354"
"213920_at"	0.0644063061852724	0.000136646209739215	-4.44109699291522	1.03741919880526	-2.56215506361185	"CUX2"	"cut like homeobox 2"
"233493_at"	0.0656782104266459	0.000140545964698995	4.43059163130477	1.01294805184905	1.89972615748572	"OR2A4"	"olfactory receptor family 2 subfamily A member 4"
"213247_at"	0.0666877660323914	0.000148926104354447	-4.40896354741775	0.962577593916517	-0.616448026762631	"SVEP1"	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"203373_at"	0.0666877660323914	0.000149741436993214	4.40692417941645	0.957828761675252	1.16191919846116	"SOCS2"	"suppressor of cytokine signaling 2"
"204438_at"	0.0666877660323914	0.000151027802310541	-4.40372894365886	0.950388661951584	-0.984405000263092	"MRC1"	"mannose receptor, C type 1"
"209627_s_at"	0.0666877660323914	0.000151244316196004	4.40319379728794	0.949142606482296	0.887039528464658	"OSBPL3"	"oxysterol binding protein like 3"
"212913_at"	0.0674259519840262	0.000155384909922036	-4.39310347703153	0.925649655603682	-0.564188674065591	"MSH5-SAPCD1///SAPCD1"	"MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1"
"1556768_at"	0.06885516893321	0.000162076514283776	-4.37734754728592	0.888972533281553	-0.93510134768185	"LINC00930"	"long intergenic non-protein coding RNA 930"
"228235_at"	0.06885516893321	0.000162456640007025	-4.37647199572656	0.886934653766748	-1.82305945005673	"MIR424///MIR503HG"	"microRNA 424///MIR503 host gene"
"205113_at"	0.0707407943204638	0.000170787102886168	-4.35777812713398	0.843430704132572	-1.7854903207835	"NEFM"	"neurofilament, medium polypeptide"
"230748_at"	0.0715253827116483	0.000173989499783251	-4.35083157298056	0.827268239396501	-1.03879160669891	"SLC16A6"	"solute carrier family 16 member 6"
"240228_at"	0.0717723697890768	0.000177215727874264	-4.34396039724593	0.811283046405055	-2.27057885050136	"CSMD3"	"CUB and Sushi multiple domains 3"
"207813_s_at"	0.0718401990077129	0.000178697157111092	-4.3408467303421	0.804040003101798	-0.790889341397431	"FDXR"	"ferredoxin reductase"
"1562267_s_at"	0.073033987992476	0.000184121102852166	-4.32966110197993	0.778023219277157	-1.41883485593719	"ZNF709"	"zinc finger protein 709"
"205987_at"	0.073033987992476	0.000184338186428197	4.32922024637188	0.776997936933277	1.20749209090964	"CD1C"	"CD1c molecule"
"212827_at"	0.0731234161636272	0.000186014915694517	4.32583236827584	0.769119148769092	2.24530698046807	"IGHM"	"immunoglobulin heavy constant mu"
"229996_s_at"	0.0752119267905562	0.000193962170598417	4.31017579550911	0.732715101321213	0.466119007306911	"PCGF5"	"polycomb group ring finger 5"
"231880_at"	0.0757067470384159	0.000198795141507036	-4.30096254094468	0.711298038493795	-0.492160180713983	"STRIP2"	"striatin interacting protein 2"
"213992_at"	0.0757067470384159	0.000199155426619778	-4.30028463377351	0.709722338128567	-0.900434038752888	"COL4A6"	"collagen type IV alpha 6 chain"
"204040_at"	0.0758723093587815	0.000201216001042951	4.29643068545995	0.700764791198861	0.43846594957073	"RNF144A"	"ring finger protein 144A"
"240043_at"	0.0776906911737971	0.000212513202105505	-4.27597236752362	0.653226693991709	-2.01497456115824	"PRR32"	"proline rich 32"
"227488_at"	0.0776906911737971	0.000212624395758104	-4.27577640616189	0.652771448921242	-1.90093529399153	"MIR503///MIR424///MIR503HG"	"microRNA 503///microRNA 424///MIR503 host gene"
"231089_at"	0.0776906911737971	0.000215460468061444	-4.27081228497426	0.641239776966276	-2.1789654805104	"LOC100505664"	"uncharacterized LOC100505664"
"238733_at"	0.0776906911737971	0.000215621008874254	-4.27053322090922	0.640591548081306	-0.920747981301597	"MDM2"	"MDM2 proto-oncogene"
"225510_at"	0.0776906911737971	0.000216781792442341	4.26852156166156	0.635918850394004	0.664371560692546	"OAF"	"out at first homolog"
"228613_at"	0.0776906911737971	0.000218811575161067	-4.26502941093281	0.627807761021211	-0.658947300654564	"RAB11FIP3"	"RAB11 family interacting protein 3"
"204159_at"	0.0776906911737971	0.000218827003946315	4.26500298942967	0.627746395230885	0.942559249678501	"CDKN2C"	"cyclin dependent kinase inhibitor 2C"
"202328_s_at"	0.078073781964802	0.000224250672716075	-4.25582751158328	0.60643796634061	-0.484956133967101	"LOC101930075///PKD1"	"polycystin-1-like///polycystin 1, transient receptor potential channel interacting"
"1554657_a_at"	0.078073781964802	0.000225068984941914	-4.25446224279351	0.603267759705176	-1.4242825326598	"CFAP61"	"cilia and flagella associated protein 61"
"217289_s_at"	0.0782622186162117	0.000230213523761982	4.24599006517497	0.583597334022499	0.486625169678351	"SLC37A4"	"solute carrier family 37 member 4"
"205954_at"	0.0782622186162117	0.00023045664741125	4.24559433425728	0.582678636534383	0.592505917491051	"RXRG"	"retinoid X receptor gamma"
"228894_at"	0.0805781011805364	0.000238749929423811	-4.23233715287617	0.55190695932957	-0.89187098023281	"NR6A1"	"nuclear receptor subfamily 6 group A member 1"
"230585_at"	0.0832843025880259	0.000248291565100105	4.21763691023326	0.517797733645849	1.85242403701629	"KCNJ15"	"potassium voltage-gated channel subfamily J member 15"
"1559315_s_at"	0.084029338608645	0.000252049593631784	4.21200002491465	0.504721818845624	1.9263006560223	"SOCS2-AS1"	"SOCS2 antisense RNA 1"
"220436_at"	0.0865055140480265	0.000264926342983577	4.19329680799723	0.461350028309639	0.922936766267584	"CNTNAP3P2"	"contactin associated protein-like 3 pseudogene 2"
"230492_s_at"	0.0865055140480265	0.000265350251852027	4.19269648609329	0.45995828140421	0.681570156724657	"GPCPD1"	"glycerophosphocholine phosphodiesterase 1"
"1556033_at"	0.0865055140480265	0.000265805694742907	4.19205256286058	0.458465477949106	0.504120844334571	"LINC01138"	"long intergenic non-protein coding RNA 1138"
"220532_s_at"	0.0884243829054399	0.000275029765384249	-4.17924078129621	0.428769640820799	-0.78582208627612	"TMEM176B"	"transmembrane protein 176B"
"1555038_at"	0.0884243829054399	0.000276553625547878	4.1771651840867	0.423959734073074	2.05823318541455	"EPB41L4A"	"erythrocyte membrane protein band 4.1 like 4A"
"239667_at"	0.0904907667443798	0.000286326523032057	-4.16411669039824	0.393728364098243	-0.507153059803763	"SLC3A1"	"solute carrier family 3 member 1"
"209652_s_at"	0.0912283461316509	0.000291565705418178	4.15730158427435	0.37794347498597	0.741813992431023	"PGF"	"placental growth factor"
"223278_at"	0.0912283461316509	0.000291997449895545	4.15674538085099	0.376655361633828	2.62782464863544	"GJB2"	"gap junction protein beta 2"
"202953_at"	0.0913163321697016	0.000293949235699451	-4.15424105155721	0.370855848081342	-1.28309396461003	"C1QB"	"complement C1q B chain"
"1557122_s_at"	0.0937972266060415	0.000305366371026528	-4.13991299762646	0.337683653247576	-1.50451665417355	"GABRB2"	"gamma-aminobutyric acid type A receptor beta2 subunit"
"232430_at"	0.0974796538596014	0.00032270356376018	-4.11913689218298	0.289609881603328	-0.668105498305888	"LOC148696"	"uncharacterized LOC148696"
"1555485_s_at"	0.097866684711227	0.000325774789527998	-4.11557172752293	0.281363751925763	-2.17097283126102	"LOC100507387///FAM153A///FAM153B"	"uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B"
